Image_Name,First_order_moment,,,Second_order_moment,,,Third_order_moment,,,class
 'Algae_water\\OIP - 2023-01-03T100041.662.jpg',1.1274,1.4307,0.9734,0.1764,0.2714,0.1893,-0.008,-0.0036,0.0012,Algae
 'Algae_water\\OIP - 2023-01-03T100047.048.jpg',0.9624,1.2227,0.6655,0.4119,0.4298,0.4616,-0.0019,-0.002,-0.0043,Algae
 'Algae_water\\OIP - 2023-01-03T100054.899.jpg',1.5349,1.9528,1.1929,0.5333,0.5672,0.7662,-0.0041,-0.0128,0.0048,Algae
 'Algae_water\\OIP - 2023-01-03T100100.235.jpg',1.2945,1.5144,0.2307,0.4255,0.4773,0.2881,-0.0136,-0.0176,0.0221,Algae
 'Algae_water\\OIP - 2023-01-03T100111.842.jpg',1.1295,1.3912,0.6754,0.5268,0.6197,0.406,-0.009,-0.0085,-0.0051,Algae
 'Algae_water\\OIP - 2023-01-03T100125.266.jpg',0.8972,1.8132,1.3617,0.4007,0.3807,0.4378,0.005,0.0018,0.0072,Algae
 'Algae_water\\OIP - 2023-01-03T100148.286.jpg',1.2753,1.6391,0.4095,0.1754,0.1922,0.1228,-0.0106,-0.0119,-0.0022,Algae
 'Algae_water\\OIP - 2023-01-03T100201.660.jpg',1.1779,1.7106,0.9382,0.2188,0.2313,0.291,-0.0069,-0.0102,0.0025,Algae
 'Algae_water\\OIP - 2023-01-03T100208.097.jpg',0.5677,1.663,0.3452,0.3142,0.3837,0.3488,0.0065,0.0016,0.0095,Algae
 'Algae_water\\OIP - 2023-01-03T100232.045.jpg',1.1569,1.5649,0.8689,0.1873,0.2532,0.2072,-0.0108,-0.0151,-0.0054,Algae
 'Algae_water\\OIP - 2023-01-03T100237.115.jpg',1.3182,1.9902,0.9453,0.2001,0.216,0.3983,0.0002,-0.0027,0.005,Algae
 'Algae_water\\OIP - 2023-01-03T100432.203.jpg',0.8886,1.3851,0.5655,0.2921,0.3213,0.3734,0.0156,0.0119,0.0135,Algae
 'Algae_water\\OIP - 2023-01-03T100438.192.jpg',0.9818,1.6578,0.8804,0.3234,0.3367,0.4212,-0.0011,-0.0063,0.0023,Algae
 'Algae_water\\OIP - 2023-01-03T100443.307.jpg',1.1506,1.7767,1.0729,0.21,0.2157,0.3337,0.0008,-0.0007,0.0028,Algae
 'Algae_water\\OIP - 2023-01-03T100456.041.jpg',1.4112,1.9431,1.086,0.2399,0.2796,0.4544,0.0018,0.001,0.0064,Algae
 'Algae_water\\OIP - 2023-01-03T100519.183.jpg',1.4113,1.7902,0.8789,0.36,0.4334,0.2693,-0.0195,-0.0168,-0.0175,Algae
 'Algae_water\\OIP - 2023-01-03T100525.941.jpg',0.8449,1.2879,0.5328,0.4114,0.448,0.3109,0.0035,0.0006,0.0067,Algae
 'Algae_water\\OIP - 2023-01-03T100533.054.jpg',0.9522,1.3814,0.6833,0.252,0.2338,0.3186,0.0091,0.0076,0.0101,Algae
 'Algae_water\\OIP - 2023-01-03T100541.098.jpg',1.4562,1.5925,1.0181,0.2705,0.2859,0.3058,0.0041,-0.0011,-0.0001,Algae
 'Algae_water\\OIP - 2023-01-03T100549.303.jpg',0.7433,1.3109,0.6144,0.3924,0.4555,0.5098,0.0014,0.0018,0.0091,Algae
 'Algae_water\\OIP - 2023-01-03T100558.535.jpg',1.1596,1.7217,0.4357,0.3278,0.4212,0.3903,-0.0006,-0.0047,0.0126,Algae
 'Algae_water\\OIP - 2023-01-03T100603.355.jpg',0.7181,1.1765,0.3815,0.3581,0.2623,0.4729,0.0087,0.0043,0.0105,Algae
 'Algae_water\\OIP - 2023-01-03T100608.440.jpg',1.0836,1.4383,1.0805,0.2914,0.2886,0.3925,0.0082,0.0058,0.0076,Algae
 'Algae_water\\OIP - 2023-01-03T100614.331.jpg',1.3689,1.5365,0.8501,0.1456,0.1339,0.3236,0.0015,-0.0001,0.0027,Algae
 'Algae_water\\OIP - 2023-01-03T100938.010.jpg',1.2542,1.5165,0.9993,0.3612,0.4066,0.3675,-0.0069,-0.0071,-0.0019,Algae
 'Algae_water\\OIP - 2023-01-03T100948.721.jpg',0.7231,1.4024,0.4805,0.317,0.2613,0.352,0.0005,-0.0004,0.0012,Algae
 'Algae_water\\OIP - 2023-01-03T100954.755.jpg',1.1417,1.6758,0.4498,0.3348,0.4418,0.3781,-0.0012,-0.0049,0.0104,Algae
 'Algae_water\\OIP - 2023-01-03T101000.690.jpg',1.4033,1.6142,0.5899,0.2567,0.1983,0.6211,0.0031,0.0029,0.0036,Algae
 'Algae_water\\OIP - 2023-01-03T101016.164.jpg',1.284,1.8457,1.2186,0.3074,0.2503,0.3174,0.0035,-0.0033,0.005,Algae
 'Algae_water\\OIP - 2023-01-03T101026.752.jpg',1.352,1.4732,0.771,0.1457,0.1568,0.2093,-0.0022,-0.0133,0.0044,Algae
 'Algae_water\\OIP - 2023-01-03T101032.747.jpg',1.1296,1.6517,0.8065,0.3676,0.425,0.4203,-0.0056,-0.0159,0.0033,Algae
 'Algae_water\\OIP - 2023-01-03T101049.245.jpg',1.0284,1.4817,0.5677,0.3992,0.3496,0.3422,-0.0037,-0.0088,0.0006,Algae
 'Algae_water\\OIP - 2023-01-03T101101.982.jpg',0.8772,1.1274,0.6437,0.5296,0.5641,0.7226,0.0028,0.0001,0.009,Algae
 'Algae_water\\OIP - 2023-01-03T101108.584.jpg',1.1686,1.7086,0.496,0.363,0.4588,0.4476,-0.0014,-0.0063,0.0124,Algae
 'Algae_water\\OIP - 2023-01-03T101121.100.jpg',0.375,1.2884,0.3307,0.2005,0.288,0.1662,0.0047,-0.0053,0.0051,Algae
 'Algae_water\\OIP - 2023-01-03T101128.254.jpg',1.6092,1.8795,0.2286,0.2002,0.2096,0.2471,-0.0064,-0.009,0.0116,Algae
 'Algae_water\\OIP - 2023-01-03T102850.321.jpg',1.1532,1.5641,0.8669,0.1888,0.2563,0.212,-0.0095,-0.0146,-0.0048,Algae
 'Algae_water\\OIP - 2023-01-03T102858.342.jpg',1.1489,1.5541,0.8032,0.2075,0.2899,0.1985,-0.0129,-0.0137,-0.0041,Algae
 'Algae_water\\OIP - 2023-01-03T103304.356.jpg',0.738,1.6891,0.8092,0.33,0.3435,0.3299,-0.0012,-0.0024,-0.0015,Algae
 'Algae_water\\OIP - 2023-01-03T103456.637.jpg',0.738,1.6891,0.8092,0.33,0.3435,0.3299,-0.0012,-0.0024,-0.0015,Algae
 'Algae_water\\OIP - 2023-01-03T103518.888.jpg',1.1292,1.5367,0.711,0.3663,0.3934,0.3872,-0.0013,-0.0019,0.0026,Algae
 'Algae_water\\OIP - 2023-01-03T103533.210.jpg',1.4168,1.6819,0.0955,0.2606,0.2491,0.1446,-0.0032,-0.0057,0.02,Algae
 'Algae_water\\OIP - 2023-01-03T103551.442.jpg',1.2126,1.5267,0.1917,0.1811,0.1622,0.165,0.0018,0.0018,0.0098,Algae
 'Algae_water\\OIP - 2023-01-03T103639.944.jpg',1.0286,1.5071,0.3551,0.3136,0.3218,0.2619,-0.0016,-0.0024,0.0047,Algae
 'Algae_water\\OIP - 2023-01-03T103648.542.jpg',0.9196,1.5979,0.6291,0.352,0.3543,0.338,-0.0016,-0.0021,0.0004,Algae
 'Algae_water\\OIP - 2023-01-03T103704.468.jpg',0.7835,1.5069,0.6043,0.2977,0.3012,0.2879,-0.0004,-0.0006,0.0003,Algae
 'Algae_water\\OIP - 2023-01-03T103714.147.jpg',0.9805,1.442,0.6425,0.4859,0.4225,0.5254,0.0116,0.0045,0.0183,Algae
 'Algae_water\\OIP - 2023-01-03T103720.973.jpg',0.9718,1.7109,0.5936,0.3167,0.314,0.3196,-0.0032,-0.0041,0,Algae
 'Algae_water\\OIP - 2023-01-03T103729.819.jpg',1.0125,1.4886,0.3957,0.3431,0.3454,0.2964,-0.0023,-0.0028,0.0041,Algae
 'Algae_water\\OIP - 2023-01-03T103743.786.jpg',1.1757,1.7003,0.7274,0.4744,0.4081,0.5225,0.0075,0.0008,0.0154,Algae
 'Algae_water\\OIP - 2023-01-03T103756.313.jpg',0.5516,1.4156,0.6459,0.3179,0.3424,0.325,0.0016,-0.0005,0.0004,Algae
 'Algae_water\\OIP - 2023-01-03T103807.442.jpg',0.9809,1.6274,0.4095,0.1898,0.1827,0.1775,0.0003,0.0002,0.0013,Algae
 'Algae_water\\OIP - 2023-01-03T103824.575.jpg',0.5795,1.4448,0.3254,0.3189,0.3097,0.2697,0.003,0.0009,0.0066,Algae
 'Algae_water\\OIP - 2023-01-03T104047.271.jpg',1.393,1.9167,0.5025,0.4942,0.4073,0.4386,-0.0097,-0.006,0.0147,Algae
 'Algae_water\\OIP - 2023-01-03T104122.447.jpg',0.7752,1.5548,0.4259,0.2258,0.2248,0.2224,0.0003,0.0001,0.0022,Algae
 'Algae_water\\OIP - 2023-01-03T104341.814.jpg',0.3608,1.7469,0.1356,0.3943,0.3724,0.245,0.0084,-0.0077,0.0255,Algae
 'Algae_water\\OIP - 2023-01-03T104349.646.jpg',1.009,1.7959,0.5299,0.3566,0.3828,0.4084,-0.0132,-0.0185,0.0207,Algae
 'Algae_water\\OIP - 2023-01-03T104356.945.jpg',1.2663,1.883,0.5466,0.5547,0.3372,0.5418,0.0052,0.0002,0.0239,Algae
 'Algae_water\\OIP - 2023-01-03T104407.502.jpg',1.0965,1.801,0.6112,0.4787,0.3017,0.6134,0.0206,0.0111,0.0221,Algae
 'Algae_water\\OIP - 2023-01-03T104420.993.jpg',0.837,1.8059,0.5448,0.5768,0.3777,0.6327,0.0179,0.0004,0.0214,Algae
 'Algae_water\\OIP - 2023-01-03T104427.687.jpg',1.2144,1.3962,0.3346,0.3939,0.3461,0.3307,-0.0011,-0.0058,0.0089,Algae
 'Algae_water\\OIP - 2023-01-03T104537.190.jpg',1.5596,1.5715,0.5225,0.177,0.1734,0.2174,-0.0009,-0.0011,0.0012,Algae
 'Algae_water\\OIP - 2023-01-03T104546.968.jpg',0.9549,1.7441,0.6547,0.2877,0.267,0.5347,-0.0105,-0.006,0.0075,Algae
 'Algae_water\\OIP - 2023-01-03T104552.801.jpg',1.2203,1.9384,0.5246,0.552,0.3774,0.6175,0.0045,-0.0054,0.0207,Algae
 'Algae_water\\OIP - 2023-01-03T104558.725.jpg',1.1469,2.1477,0.5905,0.5679,0.35,0.7159,0.0058,-0.0099,0.0142,Algae
 'Algae_water\\OIP - 2023-01-03T104608.350.jpg',0.5057,1.7704,0.5646,0.2322,0.3512,0.2509,0.0035,0.0004,0.0038,Algae
 'Algae_water\\OIP - 2023-01-03T104622.576.jpg',1.4892,1.8082,0.7833,0.346,0.2443,0.5672,0.0208,0.0187,0.0215,Algae
 'Algae_water\\OIP - 2023-01-03T104629.667.jpg',1.2797,1.7439,1.0646,0.4008,0.3057,0.3181,-0.0099,-0.0083,0.0062,Algae
 'Algae_water\\OIP - 2023-01-03T104638.168.jpg',1.6083,2.0064,0.7508,0.4328,0.2794,0.5733,-0.0028,-0.0026,0.0028,Algae
 'Algae_water\\OIP - 2023-01-03T104649.712.jpg',1.1621,2.1788,0.5543,0.4592,0.2273,0.64,0.0181,0.0005,0.0205,Algae
 'Algae_water\\OIP - 2023-01-03T104710.043.jpg',1.0909,1.6954,0.727,0.5287,0.3978,0.5993,0.0025,0.0038,0.0002,Algae
 'Algae_water\\OIP - 2023-01-03T104739.130.jpg',1.1589,1.6838,0.2787,0.6267,0.2741,0.4178,0.0055,-0.0025,0.0172,Algae
 'Algae_water\\OIP - 2023-01-03T104757.333.jpg',1.411,1.9415,1.0859,0.2392,0.2797,0.4547,0.0016,0.0011,0.0065,Algae
 'Algae_water\\OIP - 2023-01-03T104807.928.jpg',0.7414,1.9862,1.2514,0.1779,0.1718,0.3225,0.0032,0.001,0.0025,Algae
 'Algae_water\\OIP - 2023-01-03T104850.598.jpg',0.837,1.8059,0.5448,0.5768,0.3777,0.6327,0.0179,0.0004,0.0214,Algae
 'Algae_water\\OIP - 2023-01-03T104858.328.jpg',1.0778,1.5155,0.8044,0.3313,0.2374,0.2951,-0.0097,-0.0108,0.0139,Algae
 'Algae_water\\OIP - 2023-01-03T104904.101.jpg',0.5514,1.3485,0.7144,0.2348,0.2231,0.5708,0.0127,0.0114,0.0094,Algae
 'Algae_water\\OIP - 2023-01-03T104910.512.jpg',0.5522,1.3449,0.6179,0.2061,0.2121,0.5293,0.0193,0.0129,0.0122,Algae
 'Algae_water\\OIP - 2023-01-03T104916.394.jpg',1.2663,1.883,0.5466,0.5547,0.3372,0.5418,0.0052,0.0002,0.0239,Algae
 'Algae_water\\OIP - 2023-01-03T104930.908.jpg',1.2385,1.6107,0.8681,0.5094,0.4604,0.5941,0.0098,0.0021,0.0137,Algae
 'Algae_water\\OIP - 2023-01-03T104938.088.jpg',0.829,1.4403,0.7747,0.6231,0.4916,0.7519,0.0142,0.0058,0.0127,Algae
 'Algae_water\\OIP - 2023-01-03T104946.999.jpg',1.1576,1.5565,1.1776,0.2484,0.2094,0.3318,-0.0247,-0.001,0.0046,Algae
 'Algae_water\\OIP - 2023-01-03T104953.672.jpg',1.1469,2.1477,0.5905,0.5679,0.35,0.7159,0.0058,-0.0099,0.0142,Algae
 'Algae_water\\OIP - 2023-01-03T105006.632.jpg',1.1178,1.6511,0.8442,0.4185,0.3832,0.2427,0.0042,-0.0043,-0.0036,Algae
 'Algae_water\\OIP - 2023-01-03T105148.519.jpg',0.868,1.2436,0.6904,0.3508,0.4721,0.3076,-0.0126,-0.0194,-0.0044,Algae
 'Algae_water\\OIP - 2023-01-03T105157.529.jpg',0.8772,1.7173,0.4506,0.6092,0.4225,0.6149,0.0045,-0.003,0.0162,Algae
 'Algae_water\\OIP - 2023-01-03T105203.317.jpg',1.3937,1.761,1.0004,0.1252,0.1488,0.2857,-0.0052,-0.0042,0.0111,Algae
 'Algae_water\\OIP - 2023-01-03T105214.217.jpg',1.1297,1.5872,0.8627,0.3814,0.4336,0.4421,-0.0035,-0.0039,-0.0002,Algae
 'Algae_water\\OIP - 2023-01-03T105220.057.jpg',1.0783,1.3951,0.8393,0.2511,0.2413,0.4121,0.0039,0.0012,0.0059,Algae
 'Algae_water\\OIP - 2023-01-03T105232.122.jpg',0.6016,1.0051,0.4397,0.3661,0.3676,0.4139,0.0159,0.0132,0.0158,Algae
 'Algae_water\\OIP - 2023-01-03T105241.647.jpg',0.8581,1.3152,0.7348,0.2912,0.2637,0.5113,0.004,0.0036,0.0063,Algae
 'Algae_water\\OIP - 2023-01-03T105248.038.jpg',0.9218,1.579,0.9758,0.1342,0.134,0.2303,0.001,-0.0032,0.0046,Algae
 'Algae_water\\OIP - 2023-01-03T105259.725.jpg',1.2261,1.6985,1.1312,0.3443,0.3328,0.519,0.0007,-0.0011,0.0047,Algae
 'Algae_water\\OIP - 2023-01-03T105307.226.jpg',1.1202,1.456,0.8081,0.3891,0.4976,0.422,0.0019,0.0015,0.0055,Algae
 'Algae_water\\OIP - 2023-01-03T105312.915.jpg',1.4987,1.7963,1.5109,0.4097,0.3594,0.5006,-0.0034,-0.0018,-0.0022,Algae
 'Algae_water\\OIP - 2023-01-03T105321.006.jpg',1.349,1.7006,1.1081,0.425,0.3344,0.4467,0.0089,0.0034,0.0191,Algae
 'Algae_water\\OIP - 2023-01-03T105338.858.jpg',1.115,1.5303,0.6868,0.1722,0.2349,0.1427,0.0026,-0.0006,0.0032,Algae
 'Algae_water\\OIP - 2023-01-03T105346.741.jpg',0.7458,1.2823,0.9208,0.4427,0.3492,0.6478,0.0077,-0.0001,0.0011,Algae
 'Algae_water\\OIP - 2023-01-03T105358.099.jpg',1.2609,1.7797,1.3712,0.1727,0.1909,0.2886,0.0023,-0.0016,0.0059,Algae
 'Algae_water\\OIP - 2023-01-03T105408.688.jpg',1.1641,1.4199,0.9975,0.2484,0.2471,0.415,0.0184,0.0117,0.0119,Algae
 'Algae_water\\OIP - 2023-01-03T105419.370.jpg',0.657,1.3858,0.8306,0.4365,0.2844,0.4042,0.0144,0.0023,0.0097,Algae
 'Algae_water\\OIP - 2023-01-03T105425.392.jpg',0.6743,1.9872,0.9997,0.5704,0.2055,0.5611,0.0252,0.0112,0.0124,Algae
 'Algae_water\\OIP - 2023-01-03T105431.252.jpg',0.8395,1.5955,0.9271,0.5492,0.3502,0.4999,0.0207,0.0114,0.0226,Algae
 'Algae_water\\OIP - 2023-01-03T105438.706.jpg',0.5476,1.1797,0.8961,0.0586,0.1204,0.2067,0.0017,-0.0003,0.0011,Algae
 'Algae_water\\OIP - 2023-01-03T110634.367.jpg',0.7957,1.351,0.943,0.2596,0.2696,0.5852,0.0099,0.0088,0.0073,Algae
 'Algae_water\\OIP - 2023-01-03T110640.399.jpg',0.9728,1.901,1.2532,0.5658,0.4268,0.4399,0.0003,0.0007,0.001,Algae
 'Algae_water\\OIP - 2023-01-03T110652.388.jpg',1.2739,1.6956,1.2611,0.2997,0.2489,0.604,0.0088,0.0065,0.0044,Algae
 'Algae_water\\OIP - 2023-01-03T110704.561.jpg',1.2777,1.662,1.2341,0.3757,0.289,0.6466,-0.0012,-0.0028,-0.0001,Algae
 'Algae_water\\OIP - 2023-01-03T110723.672.jpg',1.1937,1.5447,1.1211,0.3388,0.4543,0.7751,0.0072,0.0067,0.0048,Algae
 'Algae_water\\OIP - 2023-01-03T110729.175.jpg',1.2066,1.7487,0.8424,0.3038,0.2671,0.5604,0.0033,0.0032,0.0075,Algae
 'Algae_water\\OIP - 2023-01-03T110802.535.jpg',1.0867,1.3894,0.8523,0.2514,0.2404,0.4102,0.0035,0.0011,0.0057,Algae
 'Algae_water\\OIP - 2023-01-03T110813.298.jpg',0.5867,0.9887,0.4269,0.3694,0.3703,0.4144,0.0162,0.0133,0.016,Algae
 'Algae_water\\OIP - 2023-01-03T110823.780.jpg',0.9728,1.4767,0.9983,0.1077,0.1297,0.128,-0.0115,-0.015,-0.0035,Algae
 'Algae_water\\OIP - 2023-01-03T110831.197.jpg',1.1303,1.4709,1.0962,0.368,0.4749,0.507,-0.0089,-0.0134,-0.0025,Algae
 'Algae_water\\OIP - 2023-01-03T110913.721.jpg',1.0053,1.3999,0.9406,0.2154,0.2179,0.2004,-0.0086,-0.0104,-0.0087,Algae
 'Algae_water\\OIP - 2023-01-03T110925.830.jpg',1.1223,1.2972,0.7122,0.1233,0.1444,0.2735,0.0099,0.0099,0.0109,Algae
 'Algae_water\\OIP - 2023-01-03T110934.359.jpg',1.0534,1.4911,0.9229,0.2034,0.245,0.2095,-0.0011,-0.003,0.0026,Algae
 'Algae_water\\OIP - 2023-01-03T110944.984.jpg',1.4039,1.706,1.2635,0.2111,0.1861,0.2289,-0.0003,-0.0021,0.0019,Algae
 'Algae_water\\OIP - 2023-01-03T110954.496.jpg',1.0021,1.6089,1.0361,0.2189,0.2527,0.3906,0.0024,-0.0019,0.0009,Algae
 'Algae_water\\OIP - 2023-01-03T111008.753.jpg',1.1878,1.4089,0.8224,0.3652,0.3461,0.504,0.0171,0.0156,0.0148,Algae
 'Algae_water\\OIP - 2023-01-03T111014.323.jpg',1.1554,1.4368,0.9427,0.1991,0.1955,0.3006,0.0103,0.0109,0.0047,Algae
 'Algae_water\\OIP - 2023-01-03T111019.633.jpg',1.0004,1.1011,0.7163,0.3492,0.3378,0.3435,-0.0022,-0.0022,-0.0006,Algae
 'Algae_water\\OIP - 2023-01-03T111029.896.jpg',1.5526,1.6746,0.704,0.6375,0.3502,0.6855,-0.0024,-0.001,0.005,Algae
 'Algae_water\\OIP - 2023-01-03T111534.474.jpg',1.0995,1.4881,0.5873,0.344,0.3257,0.493,0.0046,0.0001,0.0071,Algae
 'Algae_water\\OIP - 2023-01-03T111541.114.jpg',1.0442,1.56,0.8051,0.1565,0.1698,0.1501,0.0022,-0.0025,-0.0005,Algae
 'Algae_water\\OIP - 2023-01-03T111656.095.jpg',1.0053,1.3659,0.8227,0.2028,0.1985,0.2768,0,-0.0003,-0.0004,Algae
 'Algae_water\\OIP - 2023-01-03T111703.563.jpg',1.3037,1.4319,0.901,0.3721,0.4346,0.3112,-0.0073,-0.0085,-0.0024,Algae
 'Algae_water\\OIP - 2023-01-03T111709.485.jpg',0.8046,1.0242,0.4557,0.4402,0.4658,0.2792,0.0109,0.0073,0.0149,Algae
 'Algae_water\\OIP - 2023-01-03T111719.787.jpg',0.8408,1.223,0.6891,0.306,0.4831,0.2638,-0.0011,-0.0038,-0.0014,Algae
 'Algae_water\\OIP - 2023-01-03T112240.636.jpg',1.2763,1.4002,0.8754,0.3818,0.4459,0.2927,0.002,0.0014,0.0031,Algae
 'Algae_water\\OIP - 2023-01-03T112248.673.jpg',1.036,1.541,0.9723,0.2999,0.3037,0.4186,-0.0025,-0.005,-0.0022,Algae
 'Algae_water\\OIP - 2023-01-03T112254.396.jpg',0.7086,1.3841,0.6057,0.1653,0.1798,0.2244,0.004,-0.009,0.0048,Algae
 'Algae_water\\OIP - 2023-01-03T112259.753.jpg',1.1519,1.5909,1.0479,0.4521,0.4205,0.4779,0.0031,-0.0017,0.0042,Algae
 'Algae_water\\OIP - 2023-01-03T112304.803.jpg',1.1961,1.4593,0.6319,0.1207,0.1146,0.11,-0.0038,-0.0074,0.0039,Algae
 'Algae_water\\OIP - 2023-01-03T112316.597.jpg',1.245,1.3588,0.6918,0.3571,0.3607,0.4213,0.0017,-0.0006,0.003,Algae
 'Algae_water\\OIP - 2023-01-03T112324.859.jpg',0.8976,1.1507,0.4927,0.4507,0.4685,0.2615,0.0105,0.0077,0.0144,Algae
 'Algae_water\\OIP - 2023-01-03T112331.098.jpg',1.2756,1.5338,0.9127,0.3707,0.331,0.4239,0.0079,0.0027,0.0078,Algae
 'Algae_water\\OIP - 2023-01-03T112339.237.jpg',1.2578,1.6399,0.8307,0.4002,0.5197,0.454,-0.001,-0.0007,0.003,Algae
 'Algae_water\\OIP - 2023-01-03T112346.129.jpg',1.1748,1.7117,0.5042,0.3617,0.4567,0.4477,-0.0015,-0.0064,0.0123,Algae
 'Algae_water\\OIP - 2023-01-03T112352.367.jpg',1.4743,1.795,1.1195,0.2079,0.2178,0.2398,0.0002,-0.0004,-0.0007,Algae
 'Algae_water\\OIP - 2023-01-03T112358.626.jpg',0.9829,1.6441,0.4567,0.4683,0.3454,0.6559,0.0201,0.0068,0.0215,Algae
 'Algae_water\\OIP - 2023-01-03T112404.857.jpg',1.3373,1.5025,0.6138,0.2837,0.2735,0.4812,0.0009,-0.002,0.0049,Algae
 'Algae_water\\OIP - 2023-01-03T112413.200.jpg',1.527,2.2774,1.1384,0.2025,0.2169,0.5044,-0.0128,-0.0157,-0.0031,Algae
 'Algae_water\\OIP - 2023-01-03T112419.217.jpg',1.125,1.3347,0.8005,0.4137,0.4542,0.3773,-0.0064,-0.0087,0.0024,Algae
 'Algae_water\\OIP - 2023-01-03T112424.774.jpg',1.1624,1.3627,0.7827,0.35,0.3642,0.3365,0.0119,0.0011,0.0144,Algae
 'Algae_water\\OIP - 2023-01-03T112450.145.jpg',1.2692,1.6994,1.1349,0.2576,0.2451,0.4232,-0.0051,-0.0074,0.0024,Algae
 'Algae_water\\OIP - 2023-01-03T112455.974.jpg',1.1315,1.5875,0.8621,0.3821,0.435,0.4418,-0.0035,-0.0039,-0.0002,Algae
 'Algae_water\\OIP - 2023-01-03T112501.351.jpg',1.3581,1.3968,0.5009,0.2371,0.191,0.1475,0.0016,0.004,0.0026,Algae
 'Algae_water\\OIP - 2023-01-03T112507.194.jpg',1.0326,1.3401,0.7535,0.2242,0.2441,0.2538,-0.0029,-0.0044,0.0023,Algae
 'Algae_water\\OIP - 2023-01-03T112515.070.jpg',1.2656,1.8054,0.9465,0.379,0.4818,0.2836,-0.0038,-0.0035,0.0042,Algae
 'Algae_water\\OIP - 2023-01-03T112520.242.jpg',0.9269,1.1921,0.4948,0.4216,0.3372,0.3788,0.0105,0.0055,0.0149,Algae
 'Algae_water\\OIP - 2023-01-03T112526.201.jpg',1.1232,1.3485,0.7316,0.3121,0.3511,0.2698,0.007,0.0017,0.011,Algae
 'Algae_water\\OIP - 2023-01-03T112531.179.jpg',1.0563,1.3609,0.7981,0.2287,0.2411,0.2663,-0.0038,-0.0061,0.0032,Algae
 'Algae_water\\OIP - 2023-01-03T112540.732.jpg',1.076,1.1905,0.8393,0.5358,0.4948,0.6503,0.0012,-0.0016,0.0056,Algae
 'Algae_water\\OIP - 2023-01-03T112546.933.jpg',1.241,1.5216,1.0072,0.361,0.4075,0.3694,-0.007,-0.007,-0.0017,Algae
 'Algae_water\\OIP - 2023-01-03T112553.045.jpg',0.1891,1.211,0.4231,0.1632,0.1875,0.156,0.0155,0,0.0141,Algae
 'Algae_water\\OIP - 2023-01-03T112558.090.jpg',1.0861,1.3778,0.9192,0.4441,0.4481,0.4302,0.0094,-0.0029,0.0103,Algae
 'Algae_water\\OIP - 2023-01-03T112603.011.jpg',0.9898,1.2515,0.7021,0.2343,0.2342,0.2191,0.0076,0.0061,0.0108,Algae
 'Algae_water\\OIP - 2023-01-03T112608.918.jpg',1.078,1.5611,1.2622,0.2175,0.2106,0.3535,0.0082,0.0063,0.0021,Algae
 'Algae_water\\OIP - 2023-01-03T112614.341.jpg',1.409,1.7797,0.7094,0.221,0.1754,0.3541,0.0127,0.009,0.0106,Algae
 'Algae_water\\OIP - 2023-01-03T112621.584.jpg',1.0072,1.3294,0.8985,0.5841,0.5782,0.5824,0.0102,-0.0013,0.015,Algae
 'Algae_water\\OIP - 2023-01-03T112630.128.jpg',0.8177,1.1506,0.7796,0.2845,0.266,0.344,0.0112,0.0012,0.0092,Algae
 'Algae_water\\OIP - 2023-01-03T112638.306.jpg',0.9098,1.4156,0.6272,0.4737,0.3919,0.6657,0.0124,0.0098,0.0159,Algae
 'Algae_water\\OIP - 2023-01-03T112644.145.jpg',1.1777,1.5219,0.9213,0.2556,0.2834,0.2823,0.0001,-0.004,0.0027,Algae
 'Algae_water\\OIP - 2023-01-03T112651.079.jpg',1.4136,1.7919,0.8833,0.37,0.4627,0.3189,-0.0127,-0.0096,-0.0053,Algae
 'Algae_water\\OIP - 2023-01-03T112657.679.jpg',1.4107,1.6868,0.5623,0.4664,0.4448,0.2235,-0.0004,-0.0022,0.0059,Algae
 'Algae_water\\OIP - 2023-01-03T112704.937.jpg',0.4482,0.9191,0.2563,0.4161,0.5397,0.3143,0.0086,-0.0038,0.0156,Algae
 'Algae_water\\OIP - 2023-01-03T112711.788.jpg',1.2384,1.6607,1.3918,0.3413,0.3076,0.4761,0.0029,0.0028,0.0038,Algae
 'Algae_water\\OIP - 2023-01-03T112742.229.jpg',1.2104,1.4797,0.674,0.2086,0.2174,0.2869,0.0109,-0.0054,0.0178,Algae
 'Algae_water\\OIP - 2023-01-03T112750.173.jpg',0.794,1.148,0.7166,0.1615,0.1693,0.231,0.0014,-0.0041,0.0082,Algae
 'Algae_water\\OIP - 2023-01-03T112756.643.jpg',1.1041,1.3731,0.8912,0.4894,0.5524,0.4914,-0.0072,-0.0093,-0.0018,Algae
 'Algae_water\\OIP - 2023-01-03T112819.357.jpg',1.3323,1.5306,0.773,0.2444,0.1764,0.3484,0.0075,0.0055,0.0073,Algae
 'Algae_water\\OIP - 2023-01-03T112824.714.jpg',1.5346,1.8374,1.4528,0.3562,0.3713,0.52,0.0018,0.0008,0.001,Algae
 'Algae_water\\OIP - 2023-01-03T112836.014.jpg',1.1695,1.4445,0.6615,0.4543,0.4667,0.3093,-0.002,-0.0109,0.0066,Algae
 'Algae_water\\OIP - 2023-01-03T112841.474.jpg',0.8694,1.4393,0.7447,0.3612,0.4825,0.5003,0.007,0.0005,0.0126,Algae
 'Algae_water\\OIP - 2023-01-03T112849.009.jpg',1.1926,1.5374,0.9501,0.226,0.2546,0.2534,0,-0.0044,0.0024,Algae
